Episode,Steps,Total Reward,Discounted Reward,Expected Q
287,585,-7680.553817709984,-3694.533797477672,-92.53263854980469
269,586,-7641.9196476008765,-3559.6120504345968,-97.28923034667969
303,650,-8410.169043325457,-3750.3190690269316,-102.27574920654297
300,816,-10860.870086898916,-4016.06336107079,-105.75000762939453
313,454,-5488.396810718066,-2966.5003410862478,-99.38066864013672
317,566,-7394.519699534407,-3516.8312362178244,-83.03768157958984
291,718,-9404.072921074054,-3903.752942865326,-101.89950561523438
290,598,-7808.48727283052,-3599.0826727490894,-106.30744934082031
293,637,-8359.656226841023,-3873.589417678274,-96.97286224365234
285,872,-11916.48918716245,-4240.693928870907,-101.27920532226562
315,720,-9407.180597201113,-3756.965073461941,-96.24214935302734
292,552,-6692.028609663926,-3315.251740100941,-105.07904815673828
295,643,-8325.728062245316,-3766.9844431802494,-113.43904113769531
308,730,-9412.869454342588,-3774.613282493851,-109.85980987548828
337,626,-7869.615789098443,-3556.563687138924,-112.94048309326172
320,736,-9567.831964136874,-3872.435094591341,-87.57788848876953
302,503,-5960.169051652274,-3095.648348070858,-116.65360260009766
316,609,-7616.262960553413,-3547.881501027044,-105.85873413085938
319,531,-6519.720634153106,-3273.2770663270694,-118.36769104003906
322,550,-6945.453819479837,-3435.3420424069714,-112.9129409790039
288,614,-7792.769563768697,-3509.339897362954,-122.75239562988281
306,636,-8002.286219673658,-3637.299172666724,-103.87435150146484
310,485,-6000.866410932659,-3142.0791447193437,-106.24120330810547
332,542,-7020.741766155652,-3404.542855757968,-98.71044158935547
305,727,-9277.620739718091,-3774.9379262371917,-111.57227325439453
309,552,-6809.525130442616,-3266.1850129936793,-112.12940979003906
336,618,-7822.7995682557885,-3512.2279897709336,-101.77283477783203
312,577,-7108.527251494111,-3332.8329855586508,-96.32037353515625
304,591,-7775.095708804598,-3673.2507978083117,-99.16217803955078
327,495,-6205.025236544403,-3154.0464666001017,-106.12517547607422
321,488,-6040.958631698027,-3138.5280199144713,-90.67574310302734
334,588,-7475.040796353283,-3463.217708846196,-129.56890869140625
311,587,-7544.828050137757,-3460.3875112450814,-95.39400482177734
314,610,-8002.115114378143,-3599.706962721182,-101.75721740722656
356,644,-8089.332211668896,-3584.7685753309747,-114.97010040283203
341,563,-7061.504370696242,-3438.3163468498997,-114.36072540283203
339,720,-9506.095379287268,-3917.9870164987883,-122.60429382324219
338,628,-7825.742402237647,-3557.8070226487575,-94.53079986572266
335,667,-8745.252113744515,-3868.0456693923593,-104.07086181640625
324,566,-6908.298129430605,-3302.4330060937286,-98.35002136230469
307,643,-8523.495922799388,-3872.026273494382,-110.71890258789062
325,656,-8376.240593687697,-3595.882669895925,-116.7592544555664
355,577,-7330.203571149009,-3474.6947442410037,-112.5192642211914
328,622,-8108.93972999885,-3668.5779988069607,-90.99786376953125
323,542,-6753.27276479505,-3360.9230318838368,-106.52926635742188
331,643,-7985.152525244109,-3579.2858246206983,-107.42525482177734
329,778,-10014.229885605733,-3812.008486953319,-118.02387237548828
351,810,-11012.656688192224,-3969.143664999372,-108.2950210571289
353,516,-6518.981629180841,-3300.231236059045,-134.13922119140625
340,571,-7151.898839321428,-3367.2308256999563,-121.41839599609375
333,498,-6312.958691586573,-3224.2512135203247,-107.5200424194336
330,608,-7681.519803892391,-3461.179813633147,-109.00825500488281
360,470,-5688.052032295276,-3055.2443868954015,-108.49502563476562
357,520,-6427.807421197776,-3234.6960165256833,-110.42276000976562
346,815,-10537.330058745934,-3962.8076803693366,-120.1915512084961
375,655,-8298.49479268044,-3695.6724587174836,-110.88924407958984
354,579,-7379.88203355239,-3461.5612126490714,-126.97760009765625
343,545,-6901.946978293211,-3422.3007694154408,-121.75049591064453
326,552,-7093.510274962711,-3480.6781367715184,-115.65176391601562
347,462,-5704.762853634021,-3089.0126965503923,-105.60560607910156
358,700,-8921.21132507854,-3759.5789368468245,-113.57864379882812
344,600,-7370.148047153807,-3441.7075860965333,-120.26956176757812
359,521,-6419.196220982802,-3210.586762884603,-128.61964416503906
370,567,-7234.588945650927,-3480.237860046474,-126.15006256103516
350,609,-7833.882980589596,-3574.7827070674844,-111.3590316772461
